name,state,location,control,for_profit,religious_affiliation,degree_type,distance,historically_black,enrollment,founded_in,closed_merged_in,accreditation
University of Texas at Tyler,Texas,,Public,0,Non-sectarian,Masters University,,,"8,862",1976,,
University of Texas Permian Basin,Texas,,Public,0,Non-sectarian,Masters University,,,"5,560",1976,,
University of Texas Rio Grande Valley,Texas,,Public,0,Non-sectarian,Masters University,,,"29,045",1976,,
University of Houston–Clear Lake,Texas,,Public,0,Non-sectarian,Masters University,,,"8,153",1976,,
University of Houston–Victoria,Texas,,Public,0,Non-sectarian,Masters University,,,"4,335",1976,,
Wade College,Texas,,Private,1,Secular,Specialized Focus: Art,,,,1976,,
Center for Advanced Legal Studies,Texas,,Private,1,Secular,Specialized Focus: Law,,,,1976,,
Dallas International University,Texas,,Private,1,Christian,Specialized Focus: Linguistics,,,,1977,,
Texas Tech University Health Sciences Center,Texas,,Public,0,Non-sectarian,Specialized Focus: Medicine,,,"4,463",1977,,
University of North Texas Health Science Center,Texas,,Public,0,Non-sectarian,Specialized Focus: Medicine,,,"1,949",1977,,
Houston Baptist University,Texas,,Private,1,Baptist,,,,,1977,,
Texas A&M University–San Antonio,Texas,,Public,1,Non-sectarian,,,,"3,500",1977,,
University of North Texas at Dallas,Texas,,Public,1,Non-sectarian,,,,"2,040",1977,,
Ameritech College,Utah,Provo,Private,1,Non-sectarian,Baccalaureate College,,,,1977,,
Broadview University,Utah,Salt Lake City,Private,1,Non-sectarian,Baccalaureate College,,,,1977,,
Bowling Green State University,Ohio,Bowling Green,Public,1,Non-sectarian,Doctoral University,,,,1977,,
Eagle Gate College,Utah,Murray,Private,1,Secular,Baccalaureate College,,,,1977,,
Fortis College,Utah,Salt Lake City,Private,1,Secular,Baccalaureate College,,,,1977,,
Provo College,Utah,Provo,Private,1,The church of Jesus Christ of Latter-day saints,Baccalaureate College,,,,1978,,
Kent State University[13],Ohio,Kent,Public,0,Non-sectarian,Doctoral University,,,,1978,,
George Wythe University,Utah,Draper,Private,0,Non-sectarian,Baccalaureate College,,,,1978,2016,
Oklahoma Baptist University,Oklahoma,Shawnee,Private,1,Baptist,Baccalaureate College,,,"1,949",1978,,
Oklahoma Baptist College,Oklahoma,Oklahoma City,Private,1,Baptist,Baccalaureate College,,,"1,949",1978,,
West Texas A&M University,Texas,,Public,0,Non-sectarian,Masters University,,,"7,843",1978,,
Rocky Mountain University of Health Professions,Utah,Provo,Private,1,Non-sectarian,Doctoral University,,,,1978,,
Rocky Vista University,Utah,Ivins,Private,1,Non-sectarian,Doctoral University,,,,1978,,
Roseman University of Health Sciences,Utah,South Jordan,Private,1,Non-sectarian,Doctoral University,,,,1978,,
Radford University,Virginia,Radford,Public,0,Non-sectarian,Masters University,,,"9,335",1978,,SACS
"California State University, Fresno",California,Fresno,Public,0,Non-sectarian,Baccalaureate College,,,"24,995",1978,,
Utah Valley University,Utah,Orem,Public,0,Non-sectarian,Masters University,,,,1978,,
Bethany University,California,Scotts Valley,x,x,Evangelical Christian,Baccalaureate College,,,,1978,2011,
Independence University,Utah,Salt Lake City,Private,1,Non-sectarian,Masters University,,,,1978,,
Loyola Marymount University,California,Los Angeles,Private,1,"Roman Catholic (Society of Jesus (Jesuits), Religious of the Sacred Heart of Mary (Marymount Sisters), Sisters of St. Joseph of Orange)",Masters University,,,,1978,,
Western Governors University,Utah,Salt Lake City,Private,1,Non-sectarian,Masters University,,,,1979,,
Fort Lewis College,Colorado,Durango,Public,0,0,Masters University,,,"3,320",1979,,
Connecticut College,Connecticut,New London,Private,1,Catholic,Baccalaureate College,,,"1,865",1979,,
Neumont College of Computer Science,Utah,Salt Lake City,Private,1,Non-sectarian,Specialized Focus: Technology,,,,1979,,
Mount Liberty College,Utah,Salt Lake County,Private,1,Non-sectarian,,,,,1979,,
Community College of Vermont,Vermont,12 locations,Public,0,Non-sectarian,Associates College,,,,1979,,
Bennington College,Vermont,Bennington,Private,1,0,Baccalaureate College,,,,1979,,
Baker College,Michigan,Flint,Private,1,0,Doctoral University,,,"21,210",1979,,HLC
Landmark College,Vermont,Putney,Private,1,Non-sectarian,Baccalaureate College,,,,1979,,
Chadron State College,Nebraska,Chadron,Public,0,Catholic,,,,"3,000",1979,,
Panzer College of Physical Education,New Jersey,Montclair,x,x,0,Specialized Focus: Physical education,,,,1979,1958,
Sterling College,Vermont,Craftsbury Common,Private,1,Presbyerian church,Baccalaureate College,,,,1979,,
Gibbs College,New Jersey,"Livingston, Boston, Norwalk, Tysons Corner, and Cranston",,x,Non-sectarian,,,,,1979,1997,
Burlington College,Vermont,Burlington,Private,1,Secular,Baccalaureate College,,,,1979,2016,
SUNY College of Environmental Science and Forestry,New York,Syracuse,Public,0,0,Doctoral University,,,"2,209",1980,,
New York College of Podiatric Medicine,New York,New York,Private,1,Non-sectarian,Specialized Focus: Medical,,,389,1980,,
SUNY College of Agriculture and Technology at Cobleskill,New York,Cobleskill,Public,0,Secularism,,,,"2,797",1980,,
Mark Hopkins College,Vermont,Brattleboro,Private,1,Non-sectarian,Baccalaureate College,,,,1980,1978,
Marlboro College,Vermont,Marlboro,Private,1,Non-sectarian,Baccalaureate College,,,,1980,2020,
Royalton College,Vermont,South Royalton,Private,1,Methodist,Baccalaureate College,,,,1980,1982?,
Southern Vermont College,Vermont,Bennington,Private,1,0,Baccalaureate College,,,,1980,2019,
Windham College,Vermont,Putney,Private,1,0,Baccalaureate College,,,,1980,1978,
SUNY College of Environmental Science and Forestry,New York,Syracuse,Public,0,Secularism,,,,"2,407",1980,,
Ohio Dominican University,Ohio,Columbus,Private,0,0,Masters University,,,,1980,,
Goddard College,Vermont,PlaiNon-sectarianield,Private,1,Christian,Masters University,,,,1980,,
Northern Vermont University,Vermont,Johnson & Lyndon,Public,1,Non-sectarian,Masters University,,,,1980,,
Reed College,Oregon,Portland,Private,1,0,Baccalaureate College,,,"1,341",1981,,
SIT Graduate Institute,Vermont,Brattleboro,Private,1,Non-sectarian,Masters University,,,,1981,,
College of St. Joseph,Vermont,Rutland,Private,1,Catholic,Masters University,,,,1981,2019,
Trinity College of Vermont,Vermont,Burlington,Private,1,Catholic,Masters University,,,,1981,2001,
Spartanburg Methodist College,South Carolina,Spartanburg,Private,1,Methodist,Associates College,,,869,1981,,SACS
New England Culinary Institute,Vermont,Montpelier,Private,1,Non-sectarian,Specialized Focus: Culinary,,,,1981,2021,
Vermont Law School,Vermont,South Royalton,Private,1,Non-sectarian,Specialized Focus: Law,,,,1982,,
Anderson University,South Carolina,Anderson,Private,1,Baptist,Masters University,,,3429,1982,,SACS
University of Tennessee Health Science Center,Tennessee,Memphis,Public,0,Non-sectarian,Doctoral University,,,,1982,,
Blue Ridge Community College,Virginia,Weyers Cave,Public,0,Non-sectarian,Associates College,,,"4,099",1982,,SACS
Central Virginia Community College,Virginia,Lynchburg,Public,0,Non-sectarian,Associates College,,,"4,047",1982,,SACS
Dabney S. Lancaster Community College,Virginia,Clifton Forge,Public,1,Non-sectarian,Associates College,,,"1,257",1982,,SACS
Danville Community College,Virginia,Danville,Public,0,Non-sectarian,Associates College,,,"3,982",1982,,SACS
Eastern Shore Community College,Virginia,Melfa,Public,0,Non-sectarian,Associates College,,,839,1982,,SACS
Germanna Community College,Virginia,Locust Grove,Public,0,Non-sectarian,Associates College,,,"7,207",1982,,SACS
J. Sargeant Reynolds Community College,Virginia,Richmond,Public,0,Non-sectarian,Associates College,,,"11,861",1982,,SACS
John Tyler Community College,Virginia,Chester,Public,0,Non-sectarian,Associates College,,,"10,144",1982,,SACS
Lord Fairfax Community College,Virginia,Middletown,Public,0,Non-sectarian,Associates College,,,"6,996",1983,,SACS
Mountain Empire Community College,Virginia,Big Stone Gap,Public,0,Non-sectarian,Associates College,,,"2,718",1983,,SACS
Middle Tennessee State University,Tennessee,Murfreesboro,Public,0,Non-sectarian,Doctoral University,,,,1983,,
New River Community College,Virginia,Dublin,Public,0,Non-sectarian,Associates College,,,"4,419",1983,,SACS
Northern Virginia Community College,Virginia,Annandale,Public,0,Non-sectarian,Associates College,,,"51,487",1983,,SACS
Patrick Henry Community College,Virginia,Martinsville,Public,0,Non-sectarian,Associates College,,,"2,900",1983,,SACS
Paul D. Camp Community College,Virginia,Franklin,Public,1,Catholic,Associates College,,,"1,288",1983,,SACS
Piedmont Virginia Community College,Virginia,Charlottesville,Public,0,Christian,Associates College,,,"5,445",1983,,SACS
Rappahannock Community College,Virginia,"Glenns, Warsaw",Public,0,Non-sectarian,Associates College,,,"3,082",1983,,SACS
Richard Bland College,Virginia,Petersburg,Public,0,Non-sectarian,Associates College,,,"2,475",1983,,SACS
Southside Virginia Community College,Virginia,"Alberta, |Keysville",Public,0,Non-sectarian,Associates College,,,"5,352",1983,,SACS
Southwest Virginia Community College,Virginia,Richlands,Public,0,Non-sectarian,Associates College,,,"2,373",1983,,SACS
Thomas Nelson Community College,Virginia,Hampton,Public,0,Non-sectarian,Associates College,,,"7,685",1983,,SACS
Tidewater Community College,Virginia,"Chesapeake, Norfolk, Portsmouth, Virginia Beach",Public,0,Non-sectarian,Associates College,,,"20,941",1983,,SACS
Virginia Highlands Community College,Virginia,Abingdon,Public,0,Non-sectarian,Associates College,,,"2,387",1983,,SACS
Virginia Western Community College,Virginia,Roanoke,Public,0,Christian,Associates College,,,"6,827",1983,,SACS
Wytheville Community College,Virginia,Wytheville,Public,0,Non-sectarian,Associates College,,,"2,514",1983,,SACS
Advanced Institute of Technology,Virginia,Virginia Beach,Private,1,Non-sectarian,Associates College,,,1040,1983,,ACCSC
Aviation Institute of Maintenance[9][19],Virginia,Multiple[10],Private,1,Secular,Associates College,,,509,1983,,ACCSC
Central Texas College,Virginia,Fort Lee,Public,0,Non-denominational group,Associates College,,,"16,073",1983,,SACS
Centura College[9][22],Virginia,Multiple[10],Private,1,Non-sectarian,Associates College,,,1927,1983,,ACCSC
Columbia College[23],Virginia,Fairfax,Private,1,Non-sectarian,Associates College,,,310,1983,,COE
Everest College[9],Virginia,Multiple[10],Private,1,Non-sectarian,Associates College,,,"2,251",1983,,ACICS
Fortis College[9],Virginia,Multiple[10],Private,1,Non-sectarian,Associates College,,,942,1983,,ACICS
Global Health College[24],Virginia,Alexandria,Private,1,Secular,Associates College,,,276,1983,,none
Kaplan College,Virginia,Chesapeake,Private,1,Non-sectarian,Associates College,,,574,1983,,ACICS
Kaplan College,Virginia,Roanoke,Private,1,Non-sectarian,Associates College,,,355,1983,,ACCSC
East Tennessee State University,Tennessee,Johnson City,Public,0,Non-sectarian,Doctoral University,,,,1983,,
Charleston School of Law,Tennessee,Nashville,Private,1,Christian,Specialized Focus: Law,,,,1984,,
Christendom College,Virginia,Front Royal,Private,1,Catholic,Baccalaureate College,,,493,1984,,SACS
Southern Methodist University,Texas,,Private,1,Methodist,Doctoral University,,,"11,643",1984,,
ECPI University,Virginia,Multiple[10],Private,1,Non-sectarian,Baccalaureate College,,,"12,764",1984,,SACS
Dixie State University,Utah,St. George,Public,0,Christian,Masters University,,,,1984,,
Lyndon State College,Vermont,Lyndonville,Public,0,0,Baccalaureate College,,,,1984,2018,
Mid-State Technical College,Wisconsin,"Wisconsin Rapids, Stevens Point",Public,1,Non-sectarian,Associates College,,,"3,430",1984,,"HLC, NLNAC"
Principia College,Illinois,Elsah,Private,1,Christian Scientist,Baccalaureate College,,,,1984,,
Rosalind Franklin University of Medicine and Science,Illinois,North Chicago,Private,1,Non-sectarian,Specialized Focus: Health Related,,,"1,937",1984,,
Nasson College,Maine,Springvale,x,x,Christian,Baccalaureate College,,,,1984,1983,
Saint Joseph's College of Maine,Maine,Standish,Private,0,0,Masters University,,,"4,465",1984,,
Saint Mary's University of Minnesota,Minnesota,"Winona, Minneapolis",Private,0,Roman Catholic,Masters University,,,"6,058",1985,,"HLC, JRCERT, NASM"
College of St. Scholastica,Minnesota,Duluth,Private,0,Roman Catholic,Masters University,,,"3,898",1985,,"AOTA, APTA, CCNE, NCATE"
University of Management and Technology,Virginia,Arlington,Private,1,Non-sectarian,Baccalaureate College,,,251,1985,,DETC
Farmingdale State College,New York,Farmingdale,Public,1,Non-sectarian,,,,"11,381",1985,,
University of Virginia's College at Wise,Virginia,Wise,Public,0,Non-sectarian,Baccalaureate College,,,"2,065",1985,,SACS
Johnson College,Pennsylvania,Scranton (Lackawanna County),Private,0,Christian,Associates College,,,472,1985,,
University of Memphis,Tennessee,Memphis,Public,0,Baptist  ,Doctoral University,,,,1985,,
Virginia Wesleyan College,Virginia,Norfolk,Private,1,Methodist,Baccalaureate College,,,"1,437",1985,,SACS
Tennessee State University (HBCU),Tennessee,Nashville,Public,1,Non-sectarian,Doctoral University,,,,1985,,
Baptist Memorial College of Health Sciences,Tennessee,Memphis,Private,0,0,Specialized Focus: Medicine,,,,1986,,
Catholic Distance University,Virginia,Hamilton,Private,1,Catholic,Baccalaureate College,1,,203,1986,,DETC
Florida Institute of Technology,Virginia,Multiple[10],Private,1,Non-sectarian,Baccalaureate College,,,"6,291",1986,,SACS
Patrick Henry College[31],Virginia,Purcellville,Private,1,Non-denominational Christian,Baccalaureate College,,,325,1986,,TRACS
Jarvis Christian College,Texas,,Private,1,Chistian,Baccalaureate College,,1,,1986,,
East Texas Baptist University,Texas,,Private,1,Baptist,Baccalaureate College,,,,1986,,
Jarvis Christian College,Texas,,Private,1,Chistian,Baccalaureate College,,1,,1987,,
Texas Baptist College,Texas,,Private,1,Baptist,Baccalaureate College,,,,1987,,
Rice University,Texas,,Private,1,Non-sectarian,Doctoral University,,,"6,623",1987,,
Westwood College Of Technology[9],Virginia,Multiple[10],Private,1,Non-sectarian,Baccalaureate College,,,1043,1987,,ACICS
Divine Mercy University,Virginia,Sterling,Private,1,Catholic,Doctoral University,,,360,1987,,SACS
Eastern Virginia Medical School,Virginia,Norfolk,Private,1,Non-sectarian,Doctoral University,,,790,1987,,SACS
George Mason University,Virginia,Fairfax,Public,0,Non-sectarian,Doctoral University,,,"37,316",1987,,SACS
Chippewa Valley Technical College,Wisconsin,Eau Claire,Public,0,Non-sectarian,Associates College,,,"6,062",1987,,"HLC, NASM, JRCERT, NLNAC"
Institute for the Psychological Sciences,Virginia,Arlington,Private,1,Catholic,Doctoral University,,,145,1987,,SACS
Jefferson College of Health Sciences,Virginia,Roanoke,Private,1,Non-sectarian,Doctoral University,,,"1,128",1988,,SACS
Liberty University,Virginia,Lynchburg,Private,1,Baptist,Doctoral University,,,"79,152",1988,,SACS
Old Dominion University,Virginia,Norfolk,Public,0,0,Doctoral University,,,"24,176",1988,,SACS
Regent University,Virginia,Virginia Beach,Private,1,Christian,Doctoral University,,,"10,456",1988,,SACS
University of the Potomac,Virginia,"Washington DC, Vienna, VA, online",Private,1,Non-sectarian,Doctoral University,,,1652,1988,,SACS
Madison Area Technical College,Wisconsin,Madison,Public,0,Non-sectarian,Associates College,,,"17,463",1988,,"HLC, ADA, ADA, AOA, NLNAC"
Milwaukee Area Technical College,Wisconsin,Milwaukee,Public,1,Non-sectarian,Associates College,,,"19,827",1988,,"HLC, ADA, AOTA, APTA, JRCERT, NLNAC"
Moraine Park Technical College,Wisconsin,Fond du Lac,Public,0,Non-sectarian,Associates College,,,"8,484",1988,,"HLC, JRCERT"
Boston University Metropolitan College,Virginia,Arlington,Private,1,Methodist,Doctoral University,,,,1988,,NEASC
Northcentral Technical College,Wisconsin,Wausau,Public,0,Non-sectarian,Associates College,,,"5,120",1988,,"HLC, ADA, JRCERT, NLNAC"
Northeast Wisconsin Technical College,Wisconsin,Green Bay,Public,0,Non-sectarian,Associates College,,,"9,755",1988,,"HLC, ADA, APTA, JRCERT, NLNAC"
Western Technical College,Wisconsin,La Crosse,Public,0,Catholic,Associates College,,,"5,392",1988,,"HLC, ADA, AOTA, APTA, JRCERT, NLNAC"
